person,userId,name,kana,tel,email,postalCode,address1,address2,buildingNameRoomNumber,relationship,emergencyContactName1,emergencyContactKana1,emergencyContactRelationship1,emergencyContactCompany1,emergencyContactTel1,emergencyContactEmail1,emergencyContactName2,emergencyContactKana2,emergencyContactRelationship2,emergencyContactCompany2,emergencyContactTel2,emergencyContactEmail2,emergencyContactName3,emergencyContactKana3,emergencyContactRelationship3,emergencyContactCompany3,emergencyContactTel3,emergencyContactEmail3,welfareHouseholdFlag,taxExemptHouseholdFlag,singleParentHouseholdFlag,fatherlessFlag,multipleBirthsHouseholdFlag,limitApprovalFlag,deleteFlag
"{""name"":""甲斐 徹平"",""kana"":""カイ テッペイ"",""lastName"":""甲斐"",""firstName"":""徹平"",""lastKana"":""カイ"",""firstKana"":""テッペイ"",""sex"":""男"",""age"":""41"",""birthday"":""1981/2/3"",""bloodType"":""B型"",""cellPhoneNumber"":""080- 940-3525"",""relationship"":""本人"",""index"":5}",3e855152-51cc-4d10-a550-2aea4a571ccd,甲斐 徹平,カイ テッペイ,080- 940-3525,slk.ty.yamaguchi+113@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,甲斐 薫,カイ カオル,祖母,,080-8002-9076,,,,,,,,,,,,,,,,,,,,
"{""name"":""三浦 美優"",""kana"":""ミウラ ミュウ"",""lastName"":""三浦"",""firstName"":""美優"",""lastKana"":""ミウラ"",""firstKana"":""ミュウ"",""sex"":""女"",""age"":""39"",""birthday"":""1982/12/23"",""bloodType"":""O型"",""cellPhoneNumber"":""080-5225-5850"",""relationship"":""本人"",""index"":47}",f742b9b0-d7e6-436a-b8ea-5a18d4124059,三浦 美優,ミウラ ミュウ,080-5225-5850,slk.ty.yamaguchi+114@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,三浦 晴臣,ミウラ ハルオミ,祖父,,090- 612-6254,,,,,,,,,,,,,,,,,,,,
"{""name"":""小栗 みあ"",""kana"":""オグリ ミア"",""lastName"":""小栗"",""firstName"":""みあ"",""lastKana"":""オグリ"",""firstKana"":""ミア"",""sex"":""女"",""age"":""31"",""birthday"":""1990/11/19"",""bloodType"":""AB型"",""cellPhoneNumber"":""080-6837-9865"",""relationship"":""本人"",""index"":741}",e31c2b5b-3718-4de3-bade-c4e8cdef6bb8,小栗 みあ,オグリ ミア,080-6837-9865,slk.ty.yamaguchi+115@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,小栗 草太,オグリ ソウタ,祖父,,090-4444-6462,,,,,,,,,,,,,,,,,,,,
"{""name"":""武井 崇史"",""kana"":""タケイ タカシ"",""lastName"":""武井"",""firstName"":""崇史"",""lastKana"":""タケイ"",""firstKana"":""タカシ"",""sex"":""男"",""age"":""34"",""birthday"":""1987/7/13"",""bloodType"":""B型"",""cellPhoneNumber"":""080-1216-9007"",""relationship"":""本人"",""index"":647}",95372763-d862-4211-94a2-e45f27e96206,武井 崇史,タケイ タカシ,080-1216-9007,slk.ty.yamaguchi+116@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,武井 美幸,タケイ ミユキ,祖母,,090- 704-2171,,,,,,,,,,,,,,,,,,,,
"{""name"":""熊倉 美和子"",""kana"":""クマクラ ミワコ"",""lastName"":""熊倉"",""firstName"":""美和子"",""lastKana"":""クマクラ"",""firstKana"":""ミワコ"",""sex"":""女"",""age"":""28"",""birthday"":""1994/2/11"",""bloodType"":""A型"",""cellPhoneNumber"":""080-2783-3617"",""relationship"":""本人"",""index"":317}",a5d9ed33-be8f-4798-81a5-a2b71313687d,熊倉 美和子,クマクラ ミワコ,080-2783-3617,slk.ty.yamaguchi+117@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,熊倉 きみまろ,クマクラ キミマロ,祖父,,090- 143-2524,,,,,,,,,,,,,,,,,,,,
"{""name"":""豊田 美月"",""kana"":""トヨタ ミヅキ"",""lastName"":""豊田"",""firstName"":""美月"",""lastKana"":""トヨタ"",""firstKana"":""ミヅキ"",""sex"":""女"",""age"":""43"",""birthday"":""1978/4/9"",""bloodType"":""O型"",""cellPhoneNumber"":""080-6784-2139"",""relationship"":""本人"",""index"":554}",a6618226-2417-4496-a7ba-e9bf64144d0a,豊田 美月,トヨタ ミヅキ,080-6784-2139,slk.ty.yamaguchi+118@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,豊田 恵子,トヨタ ケイコ,祖母,,080-6673-8757,,,,,,,,,,,,,,,,,,,,
"{""name"":""河野 敏也"",""kana"":""コウノ トシヤ"",""lastName"":""河野"",""firstName"":""敏也"",""lastKana"":""コウノ"",""firstKana"":""トシヤ"",""sex"":""男"",""age"":""25"",""birthday"":""1996/7/17"",""bloodType"":""A型"",""cellPhoneNumber"":""080-7020- 245"",""relationship"":""本人"",""index"":677}",2fd4a778-de77-4e31-b4bf-6f1cadac2dc5,河野 敏也,コウノ トシヤ,080-7020- 245,slk.ty.yamaguchi+119@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,河野 陽子,コウノ ヨウコ,祖母,,090-5084-2988,,,,,,,,,,,,,,,,,,,,
"{""name"":""長沢 愛菜"",""kana"":""ナガサワ アイナ"",""lastName"":""長沢"",""firstName"":""愛菜"",""lastKana"":""ナガサワ"",""firstKana"":""アイナ"",""sex"":""女"",""age"":""45"",""birthday"":""1976/11/15"",""bloodType"":""O型"",""cellPhoneNumber"":""080-9459-9179"",""relationship"":""本人"",""index"":33}",3f6f4e41-2d4f-4467-814f-f360fa3c2372,長沢 愛菜,ナガサワ アイナ,080-9459-9179,slk.ty.yamaguchi+120@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,長沢 めぐみ,ナガサワ メグミ,祖母,,080-6423-3440,,,,,,,,,,,,,,,,,,,,
"{""name"":""井川 詩織"",""kana"":""イガワ シオリ"",""lastName"":""井川"",""firstName"":""詩織"",""lastKana"":""イガワ"",""firstKana"":""シオリ"",""sex"":""女"",""age"":""43"",""birthday"":""1978/4/28"",""bloodType"":""AB型"",""cellPhoneNumber"":""080-1706- 874"",""relationship"":""本人"",""index"":224}",56244435-89fe-42b6-9f51-faf4d45ff45b,井川 詩織,イガワ シオリ,080-1706- 874,slk.ty.yamaguchi+121@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,井川 貴美子,イガワ キミコ,祖母,,080-6822-6834,,,,,,,,,,,,,,,,,,,,
"{""name"":""小畑 彩華"",""kana"":""オバタ アヤカ"",""lastName"":""小畑"",""firstName"":""彩華"",""lastKana"":""オバタ"",""firstKana"":""アヤカ"",""sex"":""女"",""age"":""22"",""birthday"":""1999/10/7"",""bloodType"":""O型"",""cellPhoneNumber"":""080-5486- 680"",""relationship"":""本人"",""index"":376}",600d2719-ab1f-40bf-bcff-af56c39f7fc2,小畑 彩華,オバタ アヤカ,080-5486- 680,slk.ty.yamaguchi+122@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,小畑 美紀,オバタ ミキ,祖母,,080-9087-1533,,,,,,,,,,,,,,,,,,,,
"{""name"":""坂元 美紀"",""kana"":""サカモト ミキ"",""lastName"":""坂元"",""firstName"":""美紀"",""lastKana"":""サカモト"",""firstKana"":""ミキ"",""sex"":""女"",""age"":""41"",""birthday"":""1980/12/5"",""bloodType"":""A型"",""cellPhoneNumber"":""090-1555-9551"",""relationship"":""本人"",""index"":76}",ca0ecbd7-5a76-4c8a-9cca-de19aeea7575,坂元 美紀,サカモト ミキ,090-1555-9551,slk.ty.yamaguchi+123@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,坂元 しぼり,サカモト シボリ,祖母,,080- 702-7100,,,,,,,,,,,,,,,,,,,,
"{""name"":""橘 拓郎"",""kana"":""タチバナ タクロウ"",""lastName"":""橘"",""firstName"":""拓郎"",""lastKana"":""タチバナ"",""firstKana"":""タクロウ"",""sex"":""男"",""age"":""18"",""birthday"":""2003/9/26"",""bloodType"":""B型"",""cellPhoneNumber"":""090-3515-6952"",""relationship"":""本人"",""index"":96}",9ee24234-2b90-4883-a943-b5433a176395,橘 拓郎,タチバナ タクロウ,090-3515-6952,slk.ty.yamaguchi+124@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,橘 和久,タチバナ カズヒサ,祖父,,080-8846-8432,,,,,,,,,,,,,,,,,,,,
"{""name"":""大原 憲一"",""kana"":""オオハラ ケンイチ"",""lastName"":""大原"",""firstName"":""憲一"",""lastKana"":""オオハラ"",""firstKana"":""ケンイチ"",""sex"":""男"",""age"":""30"",""birthday"":""1991/3/16"",""bloodType"":""A型"",""cellPhoneNumber"":""090-1670-7976"",""relationship"":""本人"",""index"":177}",1cdf76d8-5ab8-439c-ba0d-7a5a2e2bb055,大原 憲一,オオハラ ケンイチ,090-1670-7976,slk.ty.yamaguchi+125@gmail.com,2310005,神奈川県横浜市中区本町,６丁目５０−１０,,,大原 亜希,オオハラ アキ,祖母,,080-1701-6305,,,,,,,,,,,,,,,,,,,,
